User Address,NB TX,NATIVE DROP,STARGATE SWAP,src | dest | contract,day | week | month,Initial Active Date,Last Active Date,isSybil
0x003c0415e07ecf703083a3d15dc0ee3650632aa9,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x00722124383129a277f3e7f49c9ae565d44e2eed,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x007b953d093392e78420a75006b64fa521226e29,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x0091d8974db40b711b5fc0a61426dc6d213f376d,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x009a2dc61b37cff7da8f640e88150acc90153f4b,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x00c689662c5923b37b6f4e660461f36d95f9ece5,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x00e1a53cd36aa71b811f8991dc0a73bdd151c6e7,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x0157404e7eb05d0152e72c35732549132b6e4471,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x017ffe1dd9de0bbdef66304126c7dcf62cc5f280,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x01dc1d2220d7c7aa90e2b3a30b386714aed27197,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x01f73784f7b72a713a8cddde916e736682ac1792,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x01fcc44abfef3d39cf7658310bedff75488c3e0e,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x02080ba766e827d5e679faadeed86f79ebd2d5ab,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x02085903c176cfc7e10c1dcf60ed2927858472aa,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x02550bcee4a9fb8ba97034021a58e05aa3d2fb2c,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x0292fe666b764203586bcbd125968e2b2cafa0fb,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x02969267b41aeafa682144a58ef4eb01c6d8860b,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x0297992a6de822587af611e67c3b80ae7fd4c55c,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x02ddbdf5c42c1d375d3576a5df2d4e0322edb880,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x02fef5526f92c12be156392c063bf9cd569cd6f6,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x0333f42ca6d282f41487bf06195349a456a9b2de,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x035c93ae795299cf19e1c53dc5c118046bbc6ced,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x03b524c418617620747963b744d649cab3d532b0,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x03ebe4ce2055f134d33e8ca2b547700ffdfbfc8a,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
0x0426cf9d211e7d41eec0eb7b609f696efeb95079,4,0.00,0.00,1 | 1 | 1,4 | 4 | 4,2023-12-29,2024-04-29,false
